anio_mes, region_id, sucursal_id, atributo1, nombre_atributo1, atributo2, nombre_atributo2, atributo3, nombre_atributo3
2017-04-01,9,51,10371,Afluencia,52,Núm. asesores,29.03,Promedio de asesores en atención
2017-04-01,9,52,5579,Afluencia,31,Núm. asesores,17.83,Promedio de asesores en atención
2017-04-01,9,54,7586,Afluencia,38,Núm. asesores,18.70,Promedio de asesores en atención
2017-04-01,9,55,5586,Afluencia,38,Núm. asesores,17.83,Promedio de asesores en atención
2017-04-01,9,56,9272,Afluencia,46,Núm. asesores,27.03,Promedio de asesores en atención
2017-04-01,9,58,14981,Afluencia,65,Núm. asesores,36.43,Promedio de asesores en atención
2017-04-01,9,59,2934,Afluencia,30,Núm. asesores,13.17,Promedio de asesores en atención
2017-04-01,9,60,2917,Afluencia,17,Núm. asesores,14.67,Promedio de asesores en atención
2017-04-01,9,61,6233,Afluencia,44,Núm. asesores,20.20,Promedio de asesores en atención
2017-04-01,9,62,3981,Afluencia,27,Núm. asesores,12.53,Promedio de asesores en atención
2017-04-01,9,63,2041,Afluencia,15,Núm. asesores,7.53,Promedio de asesores en atención
2017-04-01,9,64,4478,Afluencia,30,Núm. asesores,16.13,Promedio de asesores en atención
2017-04-01,9,65,5868,Afluencia,35,Núm. asesores,18.07,Promedio de asesores en atención
2017-04-01,9,67,3190,Afluencia,23,Núm. asesores,12.37,Promedio de asesores en atención
2017-04-01,9,68,10029,Afluencia,46,Núm. asesores,24.60,Promedio de asesores en atención
2017-04-01,9,69,3863,Afluencia,36,Núm. asesores,20.37,Promedio de asesores en atención
2017-04-01,9,70,5448,Afluencia,40,Núm. asesores,20.67,Promedio de asesores en atención
2017-04-01,9,71,7593,Afluencia,41,Núm. asesores,22.27,Promedio de asesores en atención
2017-04-01,9,72,6213,Afluencia,42,Núm. asesores,24.57,Promedio de asesores en atención
2017-04-01,9,73,1525,Afluencia,20,Núm. asesores,10.73,Promedio de asesores en atención
2018-04-01,9,1,4564,Afluencia,22,Núm. asesores,18.05,Promedio de asesores en atención
2018-04-01,9,2,2496,Afluencia,18,Núm. asesores,14.48,Promedio de asesores en atención
2018-04-01,9,3,10008,Afluencia,42,Núm. asesores,28.13,Promedio de asesores en atención
2018-04-01,9,4,4646,Afluencia,38,Núm. asesores,17.33,Promedio de asesores en atención
2018-04-01,9,5,4459,Afluencia,25,Núm. asesores,19.90,Promedio de asesores en atención
2018-03-01,9,6,8990,Afluencia,42,Núm. asesores,24.03,Promedio de asesores en atención
2018-04-01,9,7,9178,Afluencia,50,Núm. asesores,27.73,Promedio de asesores en atención
2018-04-01,9,8,5642,Afluencia,36,Núm. asesores,20.67,Promedio de asesores en atención
2018-04-01,9,10,4831,Afluencia,28,Núm. asesores,20.14,Promedio de asesores en atención
2018-04-01,9,11,7704,Afluencia,37,Núm. asesores,19.87,Promedio de asesores en atención
2018-04-01,9,12,548,Afluencia,3,Núm. asesores,2.90,Promedio de asesores en atención
2018-04-01,9,13,2451,Afluencia,13,Núm. asesores,9.43,Promedio de asesores en atención
2018-04-01,9,14,4027,Afluencia,23,Núm. asesores,17.90,Promedio de asesores en atención
2018-04-01,9,15,8162,Afluencia,40,Núm. asesores,22.53,Promedio de asesores en atención
2018-04-01,9,17,8046,Afluencia,28,Núm. asesores,16.93,Promedio de asesores en atención
2018-04-01,9,18,7164,Afluencia,43,Núm. asesores,32.38,Promedio de asesores en atención
2018-04-01,9,19,5140,Afluencia,27,Núm. asesores,23.52,Promedio de asesores en atención
2018-03-01,9,20,6312,Afluencia,32,Núm. asesores,19.17,Promedio de asesores en atención
2018-04-01,9,21,7382,Afluencia,33,Núm. asesores,18.90,Promedio de asesores en atención
2018-04-01,9,22,11388,Afluencia,49,Núm. asesores,26.50,Promedio de asesores en atención
2018-04-01,9,23,7649,Afluencia,39,Núm. asesores,20.80,Promedio de asesores en atención
2018-04-01,9,24,5573,Afluencia,29,Núm. asesores,16.90,Promedio de asesores en atención
2018-04-01,9,25,9791,Afluencia,39,Núm. asesores,30.19,Promedio de asesores en atención
2018-04-01,9,26,7378,Afluencia,32,Núm. asesores,15.67,Promedio de asesores en atención
2018-04-01,9,27,6799,Afluencia,35,Núm. asesores,26.76,Promedio de asesores en atención
2018-04-01,9,28,3065,Afluencia,31,Núm. asesores,17.00,Promedio de asesores en atención
2018-04-01,9,30,2594,Afluencia,18,Núm. asesores,11.76,Promedio de asesores en atención
2018-04-01,9,31,8268,Afluencia,47,Núm. asesores,24.97,Promedio de asesores en atención
2018-04-01,9,32,6254,Afluencia,27,Núm. asesores,22.90,Promedio de asesores en atención
2018-04-01,9,33,8026,Afluencia,42,Núm. asesores,20.63,Promedio de asesores en atención
2018-04-01,9,34,4744,Afluencia,31,Núm. asesores,16.90,Promedio de asesores en atención
2018-04-01,9,35,11428,Afluencia,64,Núm. asesores,34.40,Promedio de asesores en atención
2018-04-01,9,36,10747,Afluencia,44,Núm. asesores,24.97,Promedio de asesores en atención
2018-04-01,9,37,13862,Afluencia,55,Núm. asesores,32.20,Promedio de asesores en atención
2018-04-01,9,39,14156,Afluencia,70,Núm. asesores,36.10,Promedio de asesores en atención
2018-04-01,9,40,10736,Afluencia,40,Núm. asesores,23.67,Promedio de asesores en atención
2018-04-01,9,41,11450,Afluencia,43,Núm. asesores,26.03,Promedio de asesores en atención
2018-04-01,9,42,15438,Afluencia,78,Núm. asesores,44.60,Promedio de asesores en atención
2018-04-01,9,43,5740,Afluencia,34,Núm. asesores,19.20,Promedio de asesores en atención
2018-04-01,9,44,3894,Afluencia,24,Núm. asesores,14.33,Promedio de asesores en atención
2018-04-01,9,45,10268,Afluencia,48,Núm. asesores,29.60,Promedio de asesores en atención
2018-04-01,9,46,15738,Afluencia,73,Núm. asesores,40.93,Promedio de asesores en atención
2018-04-01,9,47,5716,Afluencia,30,Núm. asesores,17.40,Promedio de asesores en atención
2018-04-01,9,48,6480,Afluencia,30,Núm. asesores,17.13,Promedio de asesores en atención
2018-04-01,9,49,5298,Afluencia,26,Núm. asesores,14.87,Promedio de asesores en atención
2018-04-01,9,50,17989,Afluencia,62,Núm. asesores,37.13,Promedio de asesores en atención
2018-04-01,9,51,10421,Afluencia,46,Núm. asesores,25.83,Promedio de asesores en atención
2018-04-01,9,52,5553,Afluencia,27,Núm. asesores,16.57,Promedio de asesores en atención
2018-04-01,9,54,7583,Afluencia,39,Núm. asesores,18.07,Promedio de asesores en atención
2018-04-01,9,55,5616,Afluencia,40,Núm. asesores,19.37,Promedio de asesores en atención
2018-04-01,9,56,8894,Afluencia,43,Núm. asesores,22.37,Promedio de asesores en atención
2018-04-01,9,58,14079,Afluencia,61,Núm. asesores,35.27,Promedio de asesores en atención
2018-04-01,9,59,2050,Afluencia,25,Núm. asesores,11.20,Promedio de asesores en atención
2018-04-01,9,60,2949,Afluencia,18,Núm. asesores,14.86,Promedio de asesores en atención
2018-04-01,9,61,6577,Afluencia,40,Núm. asesores,17.90,Promedio de asesores en atención
2018-04-01,9,62,4497,Afluencia,28,Núm. asesores,13.63,Promedio de asesores en atención
2018-04-01,9,63,2131,Afluencia,14,Núm. asesores,7.20,Promedio de asesores en atención
2018-04-01,9,64,4754,Afluencia,28,Núm. asesores,15.50,Promedio de asesores en atención
2018-04-01,9,65,8303,Afluencia,36,Núm. asesores,18.80,Promedio de asesores en atención
2018-04-01,9,67,3348,Afluencia,21,Núm. asesores,11.17,Promedio de asesores en atención
2018-04-01,9,68,10667,Afluencia,44,Núm. asesores,22.60,Promedio de asesores en atención
2018-04-01,9,69,5742,Afluencia,28,Núm. asesores,15.30,Promedio de asesores en atención
2018-04-01,9,70,6018,Afluencia,36,Núm. asesores,20.43,Promedio de asesores en atención
2018-04-01,9,71,8614,Afluencia,41,Núm. asesores,22.00,Promedio de asesores en atención
2018-04-01,9,72,6749,Afluencia,40,Núm. asesores,23.67,Promedio de asesores en atención
2018-04-01,9,73,2073,Afluencia,18,Núm. asesores,10.17,Promedio de asesores en atención
2017-08-01,9,1,5665,Afluencia,25,Núm. asesores,20.96,Promedio de asesores en atención
2017-08-01,9,2,3041,Afluencia,20,Núm. asesores,13.65,Promedio de asesores en atención
2017-08-01,9,3,10812,Afluencia,49,Núm. asesores,29.48,Promedio de asesores en atención
2017-08-01,9,4,5584,Afluencia,39,Núm. asesores,17.77,Promedio de asesores en atención
2017-08-01,9,5,5495,Afluencia,27,Núm. asesores,20.65,Promedio de asesores en atención
2017-08-01,9,6,9870,Afluencia,46,Núm. asesores,25.35,Promedio de asesores en atención
2017-08-01,9,7,11431,Afluencia,49,Núm. asesores,25.45,Promedio de asesores en atención
2017-08-01,9,8,4614,Afluencia,37,Núm. asesores,19.68,Promedio de asesores en atención
2017-08-01,9,10,6037,Afluencia,32,Núm. asesores,23.57,Promedio de asesores en atención
2017-08-01,9,11,8292,Afluencia,41,Núm. asesores,20.58,Promedio de asesores en atención
2017-08-01,9,12,695,Afluencia,4,Núm. asesores,3.74,Promedio de asesores en atención
2017-08-01,9,13,3732,Afluencia,24,Núm. asesores,19.04,Promedio de asesores en atención
2017-08-01,9,14,5478,Afluencia,24,Núm. asesores,18.70,Promedio de asesores en atención
2017-08-01,9,15,9678,Afluencia,42,Núm. asesores,21.52,Promedio de asesores en atención
2017-08-01,9,17,8982,Afluencia,30,Núm. asesores,18.19,Promedio de asesores en atención
2017-08-01,9,18,7785,Afluencia,42,Núm. asesores,29.65,Promedio de asesores en atención
2017-08-01,9,19,5863,Afluencia,24,Núm. asesores,20.00,Promedio de asesores en atención
2017-08-01,9,20,7755,Afluencia,36,Núm. asesores,21.26,Promedio de asesores en atención
2017-08-01,9,21,7243,Afluencia,33,Núm. asesores,18.90,Promedio de asesores en atención
2017-08-01,9,22,12149,Afluencia,47,Núm. asesores,28.26,Promedio de asesores en atención
2017-08-01,9,23,8213,Afluencia,43,Núm. asesores,23.16,Promedio de asesores en atención
2017-08-01,9,24,5923,Afluencia,30,Núm. asesores,17.81,Promedio de asesores en atención
2017-08-01,9,25,10947,Afluencia,37,Núm. asesores,30.43,Promedio de asesores en atención
2017-08-01,9,26,7947,Afluencia,30,Núm. asesores,16.81,Promedio de asesores en atención
2017-08-01,9,27,9384,Afluencia,36,Núm. asesores,30.17,Promedio de asesores en atención
2017-08-01,9,28,3800,Afluencia,35,Núm. asesores,18.45,Promedio de asesores en atención
2017-08-01,9,30,2986,Afluencia,22,Núm. asesores,16.22,Promedio de asesores en atención
2017-08-01,9,31,8625,Afluencia,49,Núm. asesores,25.58,Promedio de asesores en atención
2017-08-01,9,32,7920,Afluencia,31,Núm. asesores,27.39,Promedio de asesores en atención
2017-08-01,9,33,8869,Afluencia,43,Núm. asesores,20.48,Promedio de asesores en atención
2017-08-01,9,34,5500,Afluencia,32,Núm. asesores,18.19,Promedio de asesores en atención
2017-08-01,9,35,13285,Afluencia,64,Núm. asesores,33.74,Promedio de asesores en atención
2017-08-01,9,36,11330,Afluencia,48,Núm. asesores,29.52,Promedio de asesores en atención
2017-08-01,9,37,11095,Afluencia,44,Núm. asesores,26.94,Promedio de asesores en atención
2017-08-01,9,39,16004,Afluencia,70,Núm. asesores,38.10,Promedio de asesores en atención
2017-08-01,9,40,11444,Afluencia,44,Núm. asesores,25.65,Promedio de asesores en atención
2017-08-01,9,41,12947,Afluencia,44,Núm. asesores,25.13,Promedio de asesores en atención
2017-08-01,9,42,17184,Afluencia,76,Núm. asesores,41.87,Promedio de asesores en atención
2017-08-01,9,43,7047,Afluencia,30,Núm. asesores,17.71,Promedio de asesores en atención
2017-08-01,9,44,4227,Afluencia,26,Núm. asesores,14.52,Promedio de asesores en atención
2017-08-01,9,45,11239,Afluencia,55,Núm. asesores,32.42,Promedio de asesores en atención
2017-08-01,9,46,15574,Afluencia,66,Núm. asesores,38.26,Promedio de asesores en atención
2017-08-01,9,47,6460,Afluencia,33,Núm. asesores,18.23,Promedio de asesores en atención
2017-08-01,9,48,6976,Afluencia,31,Núm. asesores,16.81,Promedio de asesores en atención
2017-08-01,9,49,5726,Afluencia,34,Núm. asesores,19.35,Promedio de asesores en atención
2017-08-01,9,50,17290,Afluencia,62,Núm. asesores,37.19,Promedio de asesores en atención
2017-08-01,9,51,11426,Afluencia,51,Núm. asesores,28.61,Promedio de asesores en atención
2017-08-01,9,52,6195,Afluencia,31,Núm. asesores,17.48,Promedio de asesores en atención
2017-08-01,9,54,8598,Afluencia,38,Núm. asesores,18.42,Promedio de asesores en atención
2017-08-01,9,55,5669,Afluencia,40,Núm. asesores,17.97,Promedio de asesores en atención
2017-08-01,9,56,9892,Afluencia,40,Núm. asesores,23.52,Promedio de asesores en atención
2017-08-01,9,58,14936,Afluencia,64,Núm. asesores,37.23,Promedio de asesores en atención
2017-08-01,9,59,3309,Afluencia,28,Núm. asesores,13.23,Promedio de asesores en atención
2017-08-01,9,60,3686,Afluencia,17,Núm. asesores,13.74,Promedio de asesores en atención
2017-08-01,9,61,6037,Afluencia,40,Núm. asesores,17.68,Promedio de asesores en atención
2017-08-01,9,62,4759,Afluencia,29,Núm. asesores,14.00,Promedio de asesores en atención
2017-08-01,9,63,2504,Afluencia,16,Núm. asesores,8.71,Promedio de asesores en atención
2017-08-01,9,64,4827,Afluencia,32,Núm. asesores,17.65,Promedio de asesores en atención
2017-08-01,9,65,6875,Afluencia,34,Núm. asesores,16.61,Promedio de asesores en atención
2017-08-01,9,67,3643,Afluencia,21,Núm. asesores,11.55,Promedio de asesores en atención
2017-08-01,9,68,11381,Afluencia,46,Núm. asesores,22.94,Promedio de asesores en atención
2017-08-01,9,69,5238,Afluencia,28,Núm. asesores,14.42,Promedio de asesores en atención
2017-08-01,9,70,5937,Afluencia,37,Núm. asesores,18.87,Promedio de asesores en atención
2017-08-01,9,71,9136,Afluencia,45,Núm. asesores,22.39,Promedio de asesores en atención
2017-08-01,9,72,6867,Afluencia,43,Núm. asesores,24.42,Promedio de asesores en atención
2017-08-01,9,73,2437,Afluencia,19,Núm. asesores,10.19,Promedio de asesores en atención
2018-08-01,9,1,4878,Afluencia,24,Núm. asesores,18.48,Promedio de asesores en atención
2018-08-01,9,2,2387,Afluencia,18,Núm. asesores,13.13,Promedio de asesores en atención
2018-08-01,9,3,9657,Afluencia,41,Núm. asesores,26.16,Promedio de asesores en atención
2018-08-01,9,4,4652,Afluencia,36,Núm. asesores,18.00,Promedio de asesores en atención
2018-08-01,9,5,4552,Afluencia,25,Núm. asesores,18.96,Promedio de asesores en atención
2018-08-01,9,6,9383,Afluencia,44,Núm. asesores,23.48,Promedio de asesores en atención
2018-08-01,9,7,8974,Afluencia,50,Núm. asesores,26.32,Promedio de asesores en atención
2018-08-01,9,8,5961,Afluencia,37,Núm. asesores,20.94,Promedio de asesores en atención
2015-07-01,9,10,4527,Afluencia,27,Núm. asesores,18.39,Promedio de asesores en atención
2018-08-01,9,11,7591,Afluencia,38,Núm. asesores,17.65,Promedio de asesores en atención
2018-08-01,9,12,653,Afluencia,3,Núm. asesores,2.43,Promedio de asesores en atención
2018-08-01,9,13,3208,Afluencia,17,Núm. asesores,11.09,Promedio de asesores en atención
2018-08-01,9,14,4155,Afluencia,24,Núm. asesores,17.22,Promedio de asesores en atención
2018-08-01,9,15,7938,Afluencia,38,Núm. asesores,20.73,Promedio de asesores en atención
2018-08-01,9,17,8238,Afluencia,29,Núm. asesores,17.48,Promedio de asesores en atención
2018-08-01,9,18,7347,Afluencia,43,Núm. asesores,31.65,Promedio de asesores en atención
2018-08-01,9,19,4870,Afluencia,25,Núm. asesores,17.91,Promedio de asesores en atención
2018-08-01,9,20,5958,Afluencia,32,Núm. asesores,18.87,Promedio de asesores en atención
2018-08-01,9,21,6904,Afluencia,27,Núm. asesores,15.29,Promedio de asesores en atención
2018-08-01,9,22,11407,Afluencia,42,Núm. asesores,25.84,Promedio de asesores en atención
2018-08-01,9,23,7937,Afluencia,39,Núm. asesores,19.84,Promedio de asesores en atención
2018-08-01,9,24,5212,Afluencia,27,Núm. asesores,15.23,Promedio de asesores en atención
2018-08-01,9,25,9828,Afluencia,38,Núm. asesores,26.13,Promedio de asesores en atención
2018-08-01,9,26,7603,Afluencia,29,Núm. asesores,15.71,Promedio de asesores en atención
2018-08-01,9,27,7390,Afluencia,33,Núm. asesores,26.17,Promedio de asesores en atención
2018-08-01,9,28,3397,Afluencia,29,Núm. asesores,15.29,Promedio de asesores en atención
2018-08-01,9,30,3031,Afluencia,15,Núm. asesores,11.09,Promedio de asesores en atención
2018-08-01,9,31,8575,Afluencia,48,Núm. asesores,24.48,Promedio de asesores en atención
2018-08-01,9,32,6431,Afluencia,23,Núm. asesores,19.48,Promedio de asesores en atención
2018-08-01,9,33,6765,Afluencia,38,Núm. asesores,16.65,Promedio de asesores en atención
2018-08-01,9,34,4171,Afluencia,28,Núm. asesores,13.77,Promedio de asesores en atención
2018-08-01,9,35,10261,Afluencia,63,Núm. asesores,32.68,Promedio de asesores en atención
2018-08-01,9,36,10945,Afluencia,43,Núm. asesores,24.00,Promedio de asesores en atención
2018-08-01,9,37,13476,Afluencia,52,Núm. asesores,31.90,Promedio de asesores en atención
2018-08-01,9,39,13983,Afluencia,65,Núm. asesores,33.58,Promedio de asesores en atención
2018-08-01,9,40,11258,Afluencia,46,Núm. asesores,25.87,Promedio de asesores en atención
2018-08-01,9,41,12236,Afluencia,42,Núm. asesores,23.97,Promedio de asesores en atención
2018-08-01,9,42,14303,Afluencia,76,Núm. asesores,39.32,Promedio de asesores en atención
2018-08-01,9,43,5966,Afluencia,34,Núm. asesores,18.90,Promedio de asesores en atención
2018-08-01,9,44,3938,Afluencia,24,Núm. asesores,14.00,Promedio de asesores en atención
2018-08-01,9,45,10254,Afluencia,47,Núm. asesores,28.13,Promedio de asesores en atención
2018-08-01,9,46,16405,Afluencia,69,Núm. asesores,39.74,Promedio de asesores en atención
2018-08-01,9,47,6203,Afluencia,28,Núm. asesores,16.26,Promedio de asesores en atención
2018-08-01,9,48,6637,Afluencia,31,Núm. asesores,17.45,Promedio de asesores en atención
2018-08-01,9,49,5133,Afluencia,33,Núm. asesores,16.03,Promedio de asesores en atención
2018-08-01,9,50,17300,Afluencia,61,Núm. asesores,36.65,Promedio de asesores en atención
2018-08-01,9,51,10197,Afluencia,45,Núm. asesores,22.55,Promedio de asesores en atención
2018-08-01,9,52,5619,Afluencia,26,Núm. asesores,16.52,Promedio de asesores en atención
2018-08-01,9,54,7313,Afluencia,38,Núm. asesores,18.74,Promedio de asesores en atención
2018-08-01,9,55,5153,Afluencia,44,Núm. asesores,19.77,Promedio de asesores en atención
2018-08-01,9,56,7749,Afluencia,44,Núm. asesores,22.77,Promedio de asesores en atención
2018-08-01,9,58,13832,Afluencia,63,Núm. asesores,34.03,Promedio de asesores en atención
2018-08-01,9,59,2139,Afluencia,25,Núm. asesores,10.77,Promedio de asesores en atención
2018-08-01,9,60,3215,Afluencia,18,Núm. asesores,14.22,Promedio de asesores en atención
2018-08-01,9,61,5694,Afluencia,37,Núm. asesores,16.23,Promedio de asesores en atención
2018-08-01,9,62,4719,Afluencia,26,Núm. asesores,12.71,Promedio de asesores en atención
2018-08-01,9,63,2283,Afluencia,12,Núm. asesores,6.94,Promedio de asesores en atención
2018-08-01,9,64,4744,Afluencia,27,Núm. asesores,14.32,Promedio de asesores en atención
2018-08-01,9,65,8715,Afluencia,45,Núm. asesores,22.26,Promedio de asesores en atención
2018-08-01,9,67,3180,Afluencia,22,Núm. asesores,10.84,Promedio de asesores en atención
2018-08-01,9,68,11691,Afluencia,51,Núm. asesores,26.45,Promedio de asesores en atención
2018-08-01,9,69,6033,Afluencia,26,Núm. asesores,14.58,Promedio de asesores en atención
2018-08-01,9,70,5927,Afluencia,37,Núm. asesores,20.13,Promedio de asesores en atención
2018-08-01,9,71,8291,Afluencia,40,Núm. asesores,20.52,Promedio de asesores en atención
2018-08-01,9,72,6122,Afluencia,37,Núm. asesores,20.16,Promedio de asesores en atención
2018-08-01,9,73,2038,Afluencia,18,Núm. asesores,9.03,Promedio de asesores en atención
2017-12-01,9,1,5692,Afluencia,21,Núm. asesores,18.30,Promedio de asesores en atención
2017-12-01,9,2,2739,Afluencia,20,Núm. asesores,15.25,Promedio de asesores en atención
2017-12-01,9,3,10377,Afluencia,46,Núm. asesores,31.33,Promedio de asesores en atención
2017-12-01,9,4,6846,Afluencia,40,Núm. asesores,21.17,Promedio de asesores en atención
2017-12-01,9,5,3841,Afluencia,27,Núm. asesores,16.54,Promedio de asesores en atención
2017-12-01,9,6,11150,Afluencia,43,Núm. asesores,26.93,Promedio de asesores en atención
2017-12-01,9,7,12074,Afluencia,50,Núm. asesores,28.30,Promedio de asesores en atención
2017-12-01,9,8,6506,Afluencia,36,Núm. asesores,22.13,Promedio de asesores en atención
2017-12-01,9,10,5856,Afluencia,31,Núm. asesores,25.90,Promedio de asesores en atención
2017-12-01,9,11,9554,Afluencia,35,Núm. asesores,21.20,Promedio de asesores en atención
2017-12-01,9,12,531,Afluencia,4,Núm. asesores,4.00,Promedio de asesores en atención
2017-12-01,9,13,2452,Afluencia,15,Núm. asesores,13.10,Promedio de asesores en atención
2017-12-01,9,14,5780,Afluencia,26,Núm. asesores,20.04,Promedio de asesores en atención
2017-12-01,9,15,10126,Afluencia,48,Núm. asesores,27.20,Promedio de asesores en atención
2017-12-01,9,17,9449,Afluencia,31,Núm. asesores,19.80,Promedio de asesores en atención
2017-12-01,9,18,8126,Afluencia,43,Núm. asesores,29.17,Promedio de asesores en atención
2017-12-01,9,19,5784,Afluencia,29,Núm. asesores,25.25,Promedio de asesores en atención
2017-12-01,9,20,8932,Afluencia,35,Núm. asesores,22.67,Promedio de asesores en atención
2017-12-01,9,21,7855,Afluencia,34,Núm. asesores,21.17,Promedio de asesores en atención
2017-12-01,9,22,13590,Afluencia,49,Núm. asesores,28.47,Promedio de asesores en atención
2017-12-01,9,23,9069,Afluencia,42,Núm. asesores,24.87,Promedio de asesores en atención
2017-12-01,9,24,6969,Afluencia,30,Núm. asesores,19.23,Promedio de asesores en atención
2017-12-01,9,25,11375,Afluencia,35,Núm. asesores,24.68,Promedio de asesores en atención
2017-12-01,9,26,7490,Afluencia,28,Núm. asesores,17.23,Promedio de asesores en atención
2017-12-01,9,27,9952,Afluencia,34,Núm. asesores,25.96,Promedio de asesores en atención
2017-12-01,9,28,3689,Afluencia,33,Núm. asesores,19.13,Promedio de asesores en atención
2017-12-01,9,30,2894,Afluencia,18,Núm. asesores,14.65,Promedio de asesores en atención
2017-12-01,9,31,9650,Afluencia,49,Núm. asesores,28.27,Promedio de asesores en atención
2017-12-01,9,32,7214,Afluencia,30,Núm. asesores,23.71,Promedio de asesores en atención
2017-12-01,9,33,9607,Afluencia,43,Núm. asesores,21.93,Promedio de asesores en atención
2017-12-01,9,34,7030,Afluencia,32,Núm. asesores,19.60,Promedio de asesores en atención
2017-12-01,9,35,14830,Afluencia,69,Núm. asesores,39.57,Promedio de asesores en atención
2017-12-01,9,36,11795,Afluencia,48,Núm. asesores,31.00,Promedio de asesores en atención
2017-12-01,9,37,16037,Afluencia,59,Núm. asesores,37.03,Promedio de asesores en atención
2017-12-01,9,39,17698,Afluencia,75,Núm. asesores,43.63,Promedio de asesores en atención
2017-12-01,9,40,13252,Afluencia,43,Núm. asesores,27.07,Promedio de asesores en atención
2017-12-01,9,41,13463,Afluencia,45,Núm. asesores,29.23,Promedio de asesores en atención
